intervention_id,station_libelle,date_signalement,date_resolution,nature,duree_indispo_min,technicien
656,Nancy — Université,2025-01-02,2025-01-07,câble endommagé,863,TECH-04
657,Angoulême — Zone Nord,2025-10-23,2025-10-23,maintenance préventive,900,TECH-08
658,La Roche — Hôpital,2025-11-21,2025-12-10,communication réseau perdue,253,TECH-01
659,Perpignan — Parc des Expos,2025-07-05,2025-07-20,communication réseau perdue,1680,TECH-03
660,Lorient — Université,2025-05-28,2025-06-13,borne hors service,1731,TECH-01
661,Rennes — Stade,2025-03-22,2025-03-25,câble endommagé,2828,TECH-03
662,Le Havre — Zone Nord,2025-11-09,2025-11-21,écran illisible,1237,TECH-13
663,Rennes — Aéroport,2025-01-08,2025-01-25,borne hors service,257,TECH-09
664,Le Mans — Marché,2025-03-10,2025-03-17,défaut de paiement carte,2684,TECH-14
665,Le Mans — Zone Nord,2025-11-24,2025-11-28,communication réseau perdue,803,TECH-04
666,Angoulême — Stade,2025-10-29,2025-10-30,défaut de paiement carte,2022,TECH-02
667,Strasbourg — Port,2025-07-07,2025-07-19,câble endommagé,1195,TECH-06
668,Colmar — Université,2025-01-19,2025-01-21,défaut de paiement carte,-1,TECH-18
669,Limoges — Stade,2025-08-30,2025-09-04,défaut de paiement carte,2618,TECH-07
670,Toulouse — Centre,2025-08-28,2025-09-15,écran illisible,1927,TECH-03
671,Pau — Stade,2025-02-16,2025-03-01,communication réseau perdue,1533,TECH-01
672,Angoulême — Port,2025-11-07,2025-11-20,câble endommagé,-1,TECH-17
673,Quimper — Université,2025-11-29,2025-11-30,communication réseau perdue,2796,TECH-13
674,Limoges — Zone Nord,2025-02-24,2025-03-16,défaut de paiement carte,1411,TECH-03
675,Le Havre — Marché,2025-04-15,2025-05-02,communication réseau perdue,1924,TECH-18
676,Montpellier — Aéroport,2025-06-13,2025-06-26,écran illisible,2708,TECH-07
677,Nantes — Hôpital,2025-07-07,2025-07-21,maintenance préventive,125,TECH-09
678,Bordeaux — Hôpital,2025-06-08,2025-06-11,communication réseau perdue,1724,TECH-18
679,Limoges — Stade,2025-01-10,2025-01-24,borne hors service,-1,TECH-06
680,Cherbourg — Hôpital,2025-02-27,2025-03-04,défaut de paiement carte,2473,TECH-04
681,Limoges — Centre,2025-02-13,2025-02-18,communication réseau perdue,655,TECH-03
682,Metz — Marché,2025-08-05,2025-08-11,maintenance préventive,1751,TECH-11
683,Angers — Port,2025-12-14,2025-12-18,écran illisible,1011,TECH-08
684,Laval — Gare,2025-03-20,2025-03-26,maintenance préventive,592,TECH-07
685,Strasbourg — Gare,2025-07-21,2025-08-08,câble endommagé,189,TECH-05
686,Angers — Port,2025-03-09,2025-03-10,écran illisible,2493,TECH-08
687,Brest — Port,2025-02-09,2025-02-28,communication réseau perdue,615,TECH-17
688,Rouen — Stade,2025-08-04,2025-08-21,défaut de paiement carte,448,TECH-04
689,Reims — Stade,2025-09-20,2025-09-21,maintenance préventive,1940,TECH-18
690,Rouen — Stade,2025-01-28,2025-02-17,défaut de paiement carte,146,TECH-05
691,Albi — Centre,2025-09-16,2025-09-29,maintenance préventive,609,TECH-16
692,Colmar — Université,2025-03-05,2025-03-13,écran illisible,655,TECH-09
693,Nantes — Hôpital,2025-01-28,2025-01-29,câble endommagé,1251,TECH-12
694,Nantes — Marché,2025-04-27,2025-05-14,borne hors service,1906,TECH-11
695,Poitiers — Hôpital,2025-10-02,2025-10-14,maintenance préventive,1034,TECH-17
696,Cherbourg — Zone Nord,2025-02-07,2025-02-14,borne hors service,625,TECH-08
697,Le Havre — Stade,2025-03-03,2025-03-20,maintenance préventive,712,TECH-07
698,Toulouse — Université,2025-01-04,2025-01-14,communication réseau perdue,2093,TECH-09
699,Bordeaux — Centre,2025-12-16,2026-01-04,défaut de paiement carte,2553,TECH-17
700,Bordeaux — Université,2025-12-16,2025-12-16,borne hors service,2552,TECH-08
701,Le Mans — Aéroport,2025-12-13,2025-12-29,communication réseau perdue,2183,TECH-14
702,Strasbourg — Parc des Expos,2025-07-30,2025-07-31,écran illisible,-1,TECH-08
703,Rennes — Université,2025-11-10,2025-12-01,défaut de paiement carte,1787,TECH-14
704,Cherbourg — Parc des Expos,2025-06-02,2025-06-19,écran illisible,-1,TECH-08
705,Rouen — Gare,2025-09-24,2025-09-26,borne hors service,1579,TECH-10
706,Strasbourg — Stade,2025-11-12,2025-11-12,câble endommagé,1406,TECH-16
707,Lorient — Gare,2025-08-06,2025-08-19,borne hors service,2572,TECH-12
708,Poitiers — Stade,2025-05-24,2025-05-25,borne hors service,49,TECH-10
709,Nantes — Parc des Expos,2025-08-28,2025-09-06,communication réseau perdue,226,TECH-04
710,Nancy — Gare,2025-05-17,2025-05-25,communication réseau perdue,2194,TECH-05
711,Colmar — Stade,2025-07-16,2025-07-29,écran illisible,1249,TECH-09
712,Colmar — Université,2025-06-28,2025-06-30,écran illisible,449,TECH-04
713,Rennes — Parc des Expos,2025-11-22,2025-11-30,maintenance préventive,160,TECH-17
714,Rouen — Université,2025-11-25,2025-12-07,borne hors service,1665,TECH-14
715,Vannes — Université,2025-12-09,2025-12-28,câble endommagé,1463,TECH-03
716,Le Havre — Gare,2025-12-15,2025-12-16,communication réseau perdue,759,TECH-18
717,Perpignan — Parc des Expos,2025-03-04,2025-03-06,défaut de paiement carte,132,TECH-09
718,Montpellier — Port,2025-01-30,2025-02-18,défaut de paiement carte,2323,TECH-02
719,Vannes — Centre,2025-07-25,2025-08-09,borne hors service,1046,TECH-11
720,Rennes — Port,2025-02-16,2025-03-09,câble endommagé,1811,TECH-16
721,Nantes — Parc des Expos,2025-01-30,2025-02-16,câble endommagé,962,TECH-08
722,Colmar — Centre,2025-08-05,2025-08-26,écran illisible,1003,TECH-07
723,Strasbourg — Stade,2025-11-12,2025-11-18,écran illisible,94,TECH-01
724,La Roche — Stade,2025-11-17,2025-11-20,communication réseau perdue,2809,TECH-13
725,Colmar — Université,2025-03-14,2025-03-19,maintenance préventive,1634,TECH-01
726,Le Mans — Parc des Expos,2025-01-31,2025-02-17,communication réseau perdue,2295,TECH-13
727,Angoulême — Port,2025-07-30,2025-08-05,maintenance préventive,2571,TECH-09
728,Bordeaux — Zone Nord,2025-03-26,2025-03-30,écran illisible,98,TECH-12
729,Nancy — Université,2025-08-29,2025-08-29,câble endommagé,1757,TECH-07
730,Nancy — Marché,2025-03-17,2025-04-04,borne hors service,1007,TECH-13
731,Rouen — Université,2025-09-12,2025-09-15,écran illisible,286,TECH-17
732,Vannes — Université,2025-12-14,2026-01-04,maintenance préventive,473,TECH-12
733,Toulouse — Port,2025-10-22,2025-11-09,câble endommagé,58,TECH-11
734,Quimper — Université,2025-09-05,2025-09-26,défaut de paiement carte,1658,TECH-09
735,Le Havre — Aéroport,2025-02-04,2025-02-06,câble endommagé,-1,TECH-14
736,Perpignan — Gare,2025-03-29,2025-04-18,écran illisible,2213,TECH-12
737,Rouen — Stade,2025-01-17,2025-01-26,écran illisible,2437,TECH-05
738,Colmar — Centre,2025-04-19,2025-05-01,maintenance préventive,2238,TECH-03
739,Bordeaux — Aéroport,2025-01-30,2025-02-05,communication réseau perdue,2023,TECH-02
740,Caen — Gare,2025-08-31,2025-09-01,communication réseau perdue,2321,TECH-14
741,Le Mans — Stade,2025-03-15,2025-04-03,borne hors service,2450,TECH-13
742,Bordeaux — Port,2025-05-08,2025-05-13,borne hors service,-1,TECH-14
743,Cherbourg — Aéroport,2025-11-11,2025-11-17,câble endommagé,2504,TECH-04
744,Reims — Gare,2025-08-08,2025-08-22,maintenance préventive,-1,TECH-15
745,Angoulême — Zone Nord,2025-04-05,2025-04-18,maintenance préventive,63,TECH-17
746,Nancy — Port,2025-05-27,2025-06-13,borne hors service,-1,TECH-09
747,Évreux — Aéroport,2025-09-19,2025-09-22,borne hors service,1299,TECH-05
748,Rennes — Marché,2025-01-18,2025-01-25,maintenance préventive,1103,TECH-15
749,Nîmes — Stade,2025-11-16,2025-11-18,maintenance préventive,2260,TECH-04
750,Limoges — Aéroport,2025-06-02,2025-06-18,défaut de paiement carte,1916,TECH-01
751,Nancy — Port,2025-10-22,2025-11-03,maintenance préventive,2516,TECH-16
752,Quimper — Marché,2025-08-25,2025-09-02,maintenance préventive,961,TECH-08
753,Lorient — Hôpital,2025-12-24,2026-01-07,borne hors service,254,TECH-18
754,Nancy — Marché,2025-12-16,2025-12-20,défaut de paiement carte,-1,TECH-18
755,Rennes — Port,2025-05-11,2025-05-22,défaut de paiement carte,1346,TECH-05
756,Bordeaux — Gare,2025-08-17,2025-08-20,défaut de paiement carte,1664,TECH-16
757,Vannes — Port,2025-11-29,2025-12-04,écran illisible,-1,TECH-14
758,Quimper — Stade,2025-07-05,2025-07-06,borne hors service,1739,TECH-01
759,Perpignan — Gare,2025-11-13,2025-11-24,câble endommagé,120,TECH-16
760,Bordeaux — Centre,2025-09-27,2025-10-17,borne hors service,-1,TECH-15
761,Angoulême — Université,2025-06-21,2025-07-01,défaut de paiement carte,1659,TECH-16
762,La Roche — Stade,2025-08-11,2025-08-16,écran illisible,1171,TECH-11
763,Cherbourg — Parc des Expos,2025-01-05,2025-01-24,maintenance préventive,2636,TECH-12
764,Angers — Marché,2025-06-24,2025-06-26,borne hors service,-1,TECH-09
765,Le Havre — Aéroport,2025-11-10,2025-11-28,défaut de paiement carte,76,TECH-07
766,Strasbourg — Hôpital,2025-04-12,2025-04-13,câble endommagé,1483,TECH-09
767,Vannes — Stade,2025-06-28,2025-07-13,maintenance préventive,1830,TECH-14
768,Angers — Marché,2025-12-18,2026-01-02,borne hors service,53,TECH-15
769,Le Mans — Stade,2025-08-27,2025-08-27,borne hors service,1985,TECH-03
770,Bordeaux — Port,2025-08-31,2025-09-13,maintenance préventive,1381,TECH-01
771,Strasbourg — Aéroport,2025-03-07,2025-03-13,borne hors service,677,TECH-07
772,Albi — Université,2025-06-08,2025-06-26,câble endommagé,1316,TECH-07
773,Reims — Zone Nord,2025-10-31,2025-11-08,maintenance préventive,2692,TECH-13
774,Cherbourg — Centre,2025-07-22,2025-08-09,maintenance préventive,979,TECH-17
775,Albi — Université,2025-06-10,2025-07-01,écran illisible,2698,TECH-11
776,Toulouse — Gare,2025-09-27,2025-10-14,borne hors service,2732,TECH-06
777,Nancy — Université,2025-11-07,2025-11-28,câble endommagé,240,TECH-08
778,Montpellier — Stade,2025-02-21,2025-03-04,communication réseau perdue,787,TECH-06
779,Montpellier — Port,2025-12-29,2025-12-30,communication réseau perdue,1424,TECH-15
780,Limoges — Université,2025-02-06,2025-02-06,défaut de paiement carte,236,TECH-02
781,Brest — Port,2025-06-13,2025-06-13,maintenance préventive,625,TECH-14
782,Évreux — Centre,2025-01-06,2025-01-11,défaut de paiement carte,-1,TECH-03
783,Le Havre — Stade,2025-09-28,2025-10-10,maintenance préventive,2674,TECH-17
784,Quimper — Centre,2025-02-24,2025-03-14,défaut de paiement carte,1653,TECH-09
785,Vannes — Zone Nord,2025-09-11,2025-09-18,défaut de paiement carte,1139,TECH-05
786,Nancy — Marché,2025-06-18,2025-07-06,communication réseau perdue,792,TECH-12
787,Strasbourg — Gare,2025-04-29,2025-04-30,câble endommagé,-1,TECH-10
788,Nantes — Port,2025-01-05,2025-01-06,défaut de paiement carte,2725,TECH-10
789,Laval — Université,2025-04-25,2025-05-01,défaut de paiement carte,786,TECH-18
790,Laval — Zone Nord,2025-03-21,2025-03-26,écran illisible,2811,TECH-02
791,Rouen — Marché,2025-06-25,2025-06-30,maintenance préventive,216,TECH-16
792,Le Havre — Aéroport,2025-08-04,2025-08-09,maintenance préventive,-1,TECH-06
793,Caen — Gare,2025-03-29,2025-04-18,communication réseau perdue,1608,TECH-16
794,Rouen — Gare,2025-11-16,2025-12-06,défaut de paiement carte,2047,TECH-13
795,Lorient — Parc des Expos,2025-04-23,2025-05-13,défaut de paiement carte,272,TECH-01
796,Évreux — Marché,2025-06-15,2025-06-30,maintenance préventive,2057,TECH-11
797,Nantes — Marché,2025-07-09,2025-07-27,écran illisible,1904,TECH-12
798,Poitiers — Zone Nord,2025-06-28,2025-07-01,câble endommagé,1828,TECH-05
799,Colmar — Parc des Expos,2025-09-24,2025-10-14,communication réseau perdue,-1,TECH-01
800,Vannes — Port,2025-03-20,2025-04-06,maintenance préventive,25,TECH-16
801,Angoulême — Université,2025-03-21,2025-03-24,borne hors service,2317,TECH-09
802,Reims — Stade,2025-02-01,2025-02-01,câble endommagé,2603,TECH-15
803,Laval — Hôpital,2025-10-14,2025-11-04,borne hors service,1372,TECH-16
804,Toulouse — Gare,2025-09-02,2025-09-23,maintenance préventive,-1,TECH-16
805,Perpignan — Gare,2025-12-01,2025-12-05,écran illisible,1699,TECH-02
806,Toulouse — Centre,2025-02-01,2025-02-22,communication réseau perdue,1074,TECH-11
807,Metz — Parc des Expos,2025-05-31,2025-06-07,câble endommagé,242,TECH-14
808,Le Havre — Zone Nord,2025-05-17,2025-05-20,communication réseau perdue,188,TECH-13
809,Nancy — Marché,2025-07-12,2025-07-20,communication réseau perdue,-1,TECH-03
810,Le Havre — Marché,2025-02-25,2025-03-05,borne hors service,2874,TECH-08
811,Quimper — Marché,2025-02-14,2025-02-19,défaut de paiement carte,2146,TECH-03
812,Nancy — Centre,2025-01-15,2025-01-21,communication réseau perdue,2486,TECH-05
813,Albi — Centre,2025-04-27,2025-05-10,communication réseau perdue,-1,TECH-04
814,Poitiers — Zone Nord,2025-02-25,2025-03-08,écran illisible,1985,TECH-13
815,Angers — Port,2025-05-31,2025-06-06,câble endommagé,2615,TECH-12
816,Toulouse — Université,2025-11-09,2025-11-22,borne hors service,1372,TECH-16
817,Colmar — Parc des Expos,2025-05-16,2025-05-22,défaut de paiement carte,-1,TECH-07
818,Colmar — Centre,2025-10-01,2025-10-04,borne hors service,275,TECH-17
819,Bordeaux — Gare,2025-07-21,2025-08-06,maintenance préventive,1542,TECH-11
820,Montpellier — Centre,2025-01-20,2025-01-24,câble endommagé,90,TECH-10
821,La Roche — Université,2025-08-03,2025-08-15,maintenance préventive,569,TECH-11
822,Metz — Marché,2025-09-14,2025-09-29,câble endommagé,2394,TECH-03
823,Reims — Zone Nord,2025-08-09,2025-08-14,écran illisible,2709,TECH-07
824,Poitiers — Zone Nord,2025-06-16,2025-06-23,câble endommagé,1862,TECH-04
825,Angers — Parc des Expos,2025-01-05,2025-01-12,borne hors service,2558,TECH-04
826,Montpellier — Port,2025-11-15,2025-11-26,maintenance préventive,2880,TECH-14
827,Angoulême — Stade,2025-06-18,2025-06-20,maintenance préventive,1577,TECH-16
828,Le Mans — Aéroport,2025-03-26,2025-03-29,câble endommagé,373,TECH-04
829,Strasbourg — Parc des Expos,2025-09-21,2025-10-02,défaut de paiement carte,1632,TECH-18
830,Vannes — Port,2025-01-10,2025-01-14,défaut de paiement carte,574,TECH-17
831,Montpellier — Aéroport,2025-07-15,2025-07-15,borne hors service,134,TECH-03
832,Nantes — Hôpital,2025-08-25,2025-09-13,borne hors service,378,TECH-14
833,Bordeaux — Gare,2025-07-11,2025-07-17,écran illisible,-1,TECH-11
834,Caen — Gare,2025-12-11,2025-12-27,écran illisible,-1,TECH-08
835,Strasbourg — Aéroport,2025-05-31,2025-06-08,communication réseau perdue,1070,TECH-05
836,Limoges — Université,2025-07-25,2025-08-06,câble endommagé,523,TECH-17
837,Angoulême — Port,2025-10-25,2025-11-07,maintenance préventive,-1,TECH-10
838,Rouen — Stade,2025-12-08,2025-12-24,défaut de paiement carte,822,TECH-17
839,Lorient — Marché,2025-02-17,2025-03-02,défaut de paiement carte,1507,TECH-17
840,Perpignan — Gare,2025-07-25,2025-08-10,borne hors service,1696,TECH-05
841,Reims — Université,2025-09-27,2025-10-01,écran illisible,1666,TECH-06
842,Metz — Port,2025-01-22,2025-02-01,maintenance préventive,234,TECH-11
843,Poitiers — Port,2025-04-18,2025-04-20,borne hors service,2432,TECH-17
844,La Roche — Stade,2025-12-08,2025-12-27,communication réseau perdue,2131,TECH-13
845,Nîmes — Centre,2025-06-15,2025-06-29,communication réseau perdue,2182,TECH-03
846,Nancy — Centre,2025-10-05,2025-10-11,défaut de paiement carte,-1,TECH-02
847,Quimper — Centre,2025-10-13,2025-10-29,écran illisible,2462,TECH-05
848,Metz — Zone Nord,2025-09-18,2025-10-04,écran illisible,2550,TECH-09
849,Colmar — Centre,2025-06-14,2025-06-26,communication réseau perdue,1212,TECH-05
850,Nancy — Gare,2025-11-04,2025-11-16,défaut de paiement carte,496,TECH-15
851,Angers — Université,2025-01-02,2025-01-09,communication réseau perdue,2756,TECH-14
852,Le Mans — Port,2025-04-26,2025-05-11,borne hors service,1281,TECH-17
853,Bordeaux — Port,2025-03-16,2025-04-06,défaut de paiement carte,2464,TECH-08
854,Metz — Marché,2025-01-20,2025-01-27,maintenance préventive,2481,TECH-04
855,Nancy — Stade,2025-09-08,2025-09-13,maintenance préventive,2434,TECH-04
856,Laval — Zone Nord,2025-07-05,2025-07-09,défaut de paiement carte,-1,TECH-14
857,Metz — Zone Nord,2025-10-31,2025-11-01,défaut de paiement carte,1767,TECH-08
858,Vannes — Centre,2025-10-31,2025-11-20,maintenance préventive,2406,TECH-17
859,Limoges — Université,2025-11-02,2025-11-05,maintenance préventive,1035,TECH-18
860,Nancy — Université,2025-12-15,2026-01-03,maintenance préventive,586,TECH-08
861,La Roche — Parc des Expos,2025-02-19,2025-02-22,communication réseau perdue,1569,TECH-08
862,Rouen — Stade,2025-05-14,2025-06-04,maintenance préventive,2214,TECH-07
863,Le Havre — Port,2025-05-15,2025-05-31,défaut de paiement carte,1941,TECH-02
864,Perpignan — Aéroport,2025-12-31,2026-01-10,câble endommagé,1702,TECH-07
865,Vannes — Stade,2025-12-05,2025-12-23,communication réseau perdue,2464,TECH-12
866,Angoulême — Université,2025-06-17,2025-06-19,câble endommagé,2563,TECH-13
867,Rennes — Port,2025-12-27,2025-12-30,communication réseau perdue,581,TECH-07
868,Angers — Gare,2025-02-15,2025-02-16,communication réseau perdue,2458,TECH-02
869,Strasbourg — Aéroport,2025-10-22,2025-11-08,écran illisible,868,TECH-16
870,Metz — Zone Nord,2025-06-11,2025-06-12,écran illisible,1519,TECH-11
871,Limoges — Université,2025-03-29,2025-04-02,maintenance préventive,2075,TECH-17
872,Quimper — Marché,2025-08-04,2025-08-06,borne hors service,1522,TECH-04
873,Bordeaux — Université,2025-08-31,2025-09-19,écran illisible,1174,TECH-07
874,Toulouse — Port,2025-01-28,2025-02-17,câble endommagé,2477,TECH-08
875,Cherbourg — Parc des Expos,2025-02-05,2025-02-21,maintenance préventive,847,TECH-09
876,Cherbourg — Hôpital,2025-08-18,2025-09-03,maintenance préventive,1519,TECH-13
877,Perpignan — Aéroport,2025-08-15,2025-09-05,maintenance préventive,147,TECH-16
878,Évreux — Centre,2025-05-20,2025-05-21,câble endommagé,1205,TECH-18
879,Évreux — Centre,2025-10-23,2025-11-07,écran illisible,2401,TECH-02
880,Nancy — Université,2025-07-05,2025-07-07,écran illisible,2423,TECH-05
881,Montpellier — Aéroport,2025-10-12,2025-10-13,communication réseau perdue,-1,TECH-02
882,Metz — Zone Nord,2025-09-24,2025-10-11,borne hors service,2008,TECH-11
883,Poitiers — Port,2025-09-09,2025-09-17,défaut de paiement carte,344,TECH-04
884,Perpignan — Parc des Expos,2025-06-13,2025-06-29,écran illisible,2757,TECH-14
885,Poitiers — Zone Nord,2025-10-30,2025-11-10,écran illisible,2601,TECH-03
886,Caen — Gare,2025-10-28,2025-11-02,câble endommagé,677,TECH-14
887,Rouen — Stade,2025-07-08,2025-07-11,maintenance préventive,2641,TECH-16
888,Metz — Marché,2025-06-07,2025-06-26,maintenance préventive,-1,TECH-01
889,Évreux — Marché,2025-11-14,2025-11-19,écran illisible,2289,TECH-15
890,Cherbourg — Gare,2025-04-12,2025-04-21,écran illisible,2020,TECH-13
891,Reims — Zone Nord,2025-06-19,2025-06-22,écran illisible,2112,TECH-13
892,Évreux — Aéroport,2025-09-28,2025-09-28,borne hors service,1383,TECH-03
893,Pau — Stade,2025-06-28,2025-07-08,défaut de paiement carte,200,TECH-15
894,Toulouse — Centre,2025-10-08,2025-10-09,défaut de paiement carte,1038,TECH-11
895,Toulouse — Aéroport,2025-05-19,2025-06-03,écran illisible,1870,TECH-13
896,Bordeaux — Marché,2025-06-24,2025-07-15,maintenance préventive,127,TECH-10
897,Colmar — Stade,2025-05-20,2025-05-20,maintenance préventive,1292,TECH-16
898,Nancy — Port,2025-03-03,2025-03-22,défaut de paiement carte,1120,TECH-16
899,Angoulême — Université,2025-11-05,2025-11-19,maintenance préventive,1361,TECH-13
900,Limoges — Stade,2025-07-23,2025-07-28,borne hors service,687,TECH-04
